label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
1,100.0,49.99999999999999,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0,0,1
