label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
101,36.0838906,140.0759558,-40.2690981330387,98.213434239869,-3.76203888094466,0,0,0.999311793519388,0.008952542519511,2,2,0,0,1,-37.7760828213632,98.6847285882384,-40.2690981330387,98.213434239869,14.5090360126262,2.53717238418151
102,36.0838944,140.0759253,-43.0441343892004,98.614269850033,-3.78717595764697,0,0,0.998945879943603,-0.017208282112668,2,2,0,0,1,-40.5199992928361,99.1077426534504,-43.0441343892004,98.614269850033,14.6982578471803,2.57192017613509
103,36.0838928,140.0758797,-46.9779636188086,97.3964287421486,-3.7427927228021,0,0,0.98189218867418,-0.183647166354632,2,2,0,0,1,-44.622379327122,98.9296314684726,-46.9779636188086,97.3964287421486,15.0720838711556,2.81060277436141
104,36.0838781,140.0758532,-49.2223846162919,95.3461719541844,-3.57341669036189,0,0,0.738934420886117,-0.672432912440146,2,2,0,0,1,-47.0064379017028,97.2932349536718,-49.2223846162919,95.3461719541844,15.0809365820731,2.94982612468446
105,36.0838407,140.0758473,-49.6617263946976,91.2789185610899,-3.33236101984918,0,0,0.682147680400529,-0.729915877307097,2,2,0,0,1,-47.53722830013,93.1298859975994,-49.6617263946976,91.2789185610899,14.5765055175017,2.81772472126712
106,36.083805,140.0758424,-50.0260066387941,87.1781684985366,-3.0849016616995,0,0,0.71387518346954,-0.698871843463326,2,2,0,0,1,-47.9780542243342,89.1557801765051,-50.0260066387941,87.1781684985366,14.2082987928866,2.84693818702292
107,36.0837687,140.0758386,-50.3188087317987,83.1351698024997,-2.8374450009945,0,0,0.727269098016215,-0.685106594622085,2,2,0,0,1,-48.3199192274044,85.1148826609453,-50.3188087317987,83.1351698024997,13.8014816755957,2.81332938929524
108,36.0837339,140.075835,-50.6369783054525,79.1181668021192,-2.62307833987704,0,0,0.721286895369797,-0.691095616398063,2,2,0,0,1,-48.6437913366528,81.2409643811538,-50.6369783054525,79.1181668021192,13.5267210375734,2.91188321437315
109,36.0837119,140.0758245,-51.1877893678017,75.1054344823215,-2.36671036272851,0,0,0.70385745608296,-0.709078144249484,2,2,0,0,1,-49.5884183185515,78.7919355835572,-51.1877893678017,75.1054344823215,13.9617484115152,4.01849202096908
110,36.0836875,140.075818,-51.4778903865696,71.1050771428555,-2.12846600422911,0,0,0.71157672188832,-0.701396655225091,2,2,0,0,1,-50.1731874010011,76.0757400080985,-51.4778903865696,71.1050771428555,14.4306506729548,5.13904068873343
111,36.0836575,140.0758092,-51.6542584595658,67.1083116331417,-1.91056332827594,0,0,0.701888580190532,-0.711171627043612,2,2,0,0,1,-50.9648747777433,72.7361552848222,-51.6542584595658,67.1083116331417,14.3240268414359,5.66990952560299
112,36.0836244,140.075798,-52.0588175123739,63.0254382472408,-1.66519856471587,0,0,0.740660774910905,-0.670432626887116,2,2,0,0,1,-51.9724768905753,69.0514801392179,-52.0588175123739,63.0254382472408,14.1224907880114,6.026660400822
113,36.083585,140.0757972,-52.0918099469874,58.9479860115427,-1.47523073955852,0,0,0.720079459428072,-0.692596468162812,2,2,0,0,1,-52.0444484709765,64.6654922021211,-52.0918099469874,58.9479860115427,13.59189963826,5.71770234873344
114,36.0835469,140.0757914,-52.6476249437313,54.9837637590024,-1.22384315400986,0,0,0.716552185459532,-0.696167687878545,2,2,0,0,1,-52.5662424224928,60.4242196031647,-52.6476249437313,54.9837637590024,13.1861779217137,5.44106450127576
115,36.0835057,140.0757872,-52.9836921021734,50.9379114432172,-1.0145129683923,0,0,0.619050576795458,-0.784351478873421,2,2,0,0,1,-52.9440932132067,55.8378565818803,-52.9836921021734,50.9379114432172,12.4893372725262,4.90010514518981
116,36.0834634,140.075784,-53.398806822316,46.8956254593723,-0.798459100271696,0,0,0.694173758236594,-0.718955072781045,2,2,0,0,1,-53.2319795322545,51.1290421216653,-53.398806822316,46.8956254593723,11.7630676136077,4.23670248911681
117,36.0834242,140.075779,-53.8530242295311,42.8137175058453,-0.588872843020222,0,0,0.793811766314301,-0.607047247766933,2,2,0,0,1,-53.6818019059265,46.7653180821963,-53.8530242295311,42.8137175058453,11.3350449457574,3.95530835702071
118,36.0834044,140.0757753,-54.1563079026857,40.9370169566106,-0.514767708156942,0,0,0.835980325068735,-0.547772809974423,2,2,0,0,1,-54.0146704595289,44.5611921648339,-54.1563079026857,40.9370169566106,10.9568188752812,3.62694183923653
119,36.0833824,140.0757763,-54.0682478378463,38.7951296148054,-0.415662083394936,0,0,0.609598818442642,-0.792185380525873,2,2,0,0,1,-53.9247059853059,42.1121633672373,-54.0682478378463,38.7951296148054,10.5574389794726,3.32013812637415
120,36.0833447,140.0757774,-53.876505491476,34.7908860240103,-0.296890464271259,0,0,0.700078021699406,-0.71345857604775,2,2,0,0,1,-53.8257450641719,37.9154185643276,-53.876505491476,34.7908860240103,10.1289549030104,3.12494483415015
121,36.0833088,140.0757736,-54.1872224207425,30.7962282625748,-0.200959097358638,0,0,0.698997432288059,-0.714579777191574,2,2,0,0,1,-54.1676100672422,33.9190488448145,-54.1872224207425,30.7962282625748,9.97191246109085,3.12288216768902
122,36.0832705,140.075776,-53.975578933834,26.7859314219917,-0.073587823033226,0,0,0.421945020962785,-0.906316004187277,2,2,0,0,1,-53.9516953285956,29.6555123474393,-53.975578933834,26.7859314219917,9.54808510808526,2.86968031569583
123,36.0832476,140.075818,-50.3747670150344,24.9130940109513,-0.000703604736228,0,0,0.011475796883369,-0.999299484126306,2,2,0,0,1,-50.1731874010011,27.1062960085399,-50.3747670150344,24.9130940109513,8.49903251798186,2.20244621796325
124,36.0832503,140.0758633,-46.3882653896648,25.5934577502547,0.01769546569822,0,0,-0.210589312457123,-0.977042701406453,2,2,0,0,1,-46.0977967100048,27.4068586332393,-46.3882653896648,25.5934577502547,7.78843282986885,1.83651703402733
125,36.0832613,140.0759032,-42.6854179476026,27.123772921644,0.180896565387522,0,0,-0.088565258290162,-0.995964313475558,2,2,0,0,1,-42.5082141777672,28.6313730320376,-42.6854179476026,27.123772921644,7.16355653228347,1.51797867867192
126,36.0832574,140.0759467,-38.6905878525172,26.6018374825704,0.169691925170459,0,0,0.039194792890029,-0.999074804956268,2,2,0,0,1,-38.5947595388382,28.1972270184071,-38.6905878525172,26.6018374825704,6.78126433385242,1.59826494573332
127,36.0832469,140.0759909,-34.7997585119186,25.4489200893512,0.186643920824763,0,0,0.169148282775953,-0.98549079652737,2,2,0,0,1,-34.6183297689759,27.028372364865,-34.7997585119186,25.4489200893512,6.35458156453988,1.58983831863227
128,36.0832264,140.0760249,-31.5134628283266,23.0382586462807,0.193396806002004,0,0,0.215647220427853,-0.976362952434031,2,2,0,0,1,-31.5595376377224,24.7463228038277,-31.5134628283266,23.0382586462807,5.91682990881957,1.7086854755506
129,36.0832049,140.0760633,-27.9323065370102,21.2413191335334,0.210259446773993,0,0,0.002649567028277,-0.999977446312752,2,2,0,0,1,-28.1049018193764,22.3529537514872,-27.9323065370102,21.2413191335334,4.86645841034732,1.12495362363441
130,36.083189,140.0761092,-24.1441137899836,19.8512621223811,0.180822914798985,0,0,0.275875105033085,-0.960993958673153,2,2,0,0,1,-23.9755324418007,20.5829738477553,-24.1441137899836,19.8512621223811,4.24642278546655,0.75088062966437
131,36.0831663,140.0761433,-21.1173123185039,17.2159461866055,0.253405909765584,0,0,0.261285496146501,-0.965016495268096,2,2,0,0,1,-20.9077438636364,18.0560214064837,-21.1173123185039,17.2159461866055,3.90745028179391,0.865820600545566
132,36.0831581,140.0761865,-17.1372659670041,16.6623488640005,0.172742142697771,0,0,-0.206563752658608,-0.97842831515465,2,2,0,0,1,-17.0212785654401,17.1432015823852,-17.1372659670041,16.6623488640005,3.15900825085732,0.494643724411344
133,36.0831551,140.0762321,-13.0762441601916,16.2644436772517,0.134376825832614,0,0,0.006337903286774,-0.999850772225667,2,2,0,0,1,-12.9188985311541,16.8092431100576,-13.0762441601916,16.2644436772517,2.86488240403925,0.567066194515989
134,36.0831621,140.0762776,-8.98150386577928,16.0775131747816,0.0955822439751,0,0,0.026003195503034,-0.999626044376686,2,2,0,0,1,-8.82551494377909,17.588479545225,-8.98150386577928,16.0775131747816,3.2571367768638,1.51899701000288
135,36.0831485,140.0763105,-6.07441191510586,14.2153487347466,0.063689064624592,0,0,0.52250761703711,-0.852399019028366,2,2,0,0,1,-5.8656837336596,16.0745344709368,-6.07441191510586,14.2153487347466,3.18273960138391,1.87086585713222
136,36.0831055,140.0763171,-5.25911648981577,10.2944078346313,0.083092350267568,0,0,0.63943569444664,-0.768618631835228,2,2,0,0,1,-5.27191820429908,11.2877963662558,-5.25911648981577,10.2944078346313,1.99821291284206,0.993471015509138
137,36.083066,140.0763213,-4.805353388942,6.29362920501789,0.07662112864377,0,0,0.626999599733919,-0.778772412867826,2,2,0,0,1,-4.89406741102824,6.89067647994955,-4.805353388942,6.29362920501789,1.32232670925264,0.603602208592746
138,36.0830268,140.0763261,-4.24219110531073,2.3240126303799,0.09096422839119,0,0,0.594778459983901,-0.803711162483459,2,2,0,0,1,-4.46223793373498,2.52695244127154,-4.24219110531073,2.3240126303799,0.698552928458795,0.2993412326164
139,36.0829943,140.0763442,-2.390532243941,-1.25855946850737,0.082420469995416,0,0,0.411224315639037,-0.911367371056505,2,2,0,0,1,-2.83388094569587,-1.09093100986725,-2.390532243941,-1.25855946850737,0.739378851140856,0.473980349269663
140,36.0829868,140.0763498,-1.97636934104144,-1.75056300394451,0.07375745600125,0,0,0.408400278976623,-0.912763688388419,2,2,0,0,1,-2.33007988800142,-1.92582719029083,-1.97636934104144,-1.75056300394451,0.565931735674324,0.394751423108728
141,36.0829865,140.0763491,-2.14925342568886,-1.61164575963858,0.084623679846501,0,0,-0.119469319458326,-0.992809784063866,2,2,0,0,1,-2.3930550214917,-1.95922303791908,-2.14925342568886,-1.61164575963858,0.454822980284953,0.424557631532976
142,36.0829859,140.0763477,-2.18614815213771,-1.74288201447599,0.071011743876257,0,0,-0.616443537047938,-0.787168066201064,2,2,0,0,1,-2.51900528591531,-2.02601473238461,-2.18614815213771,-1.74288201447599,0.546329607472669,0.436987422538634
143,36.08302,140.0763416,-2.70042692738658,2.26566203645843,0.054208043986626,0,0,-0.7573499016842,-0.65281429517392,2,2,0,0,1,-3.06778857816433,1.76997990373192,-2.70042692738658,2.26566203645843,0.217089772659379,0.61697273778219
144,36.0830542,140.0763436,-2.54985289431175,6.28420802033365,0.045008697892533,0,0,-0.793790489633847,-0.607793025290698,2,2,0,0,1,-2.88785962971829,5.57710648905787,-2.54985289431175,6.28420802033365,0.520073580504024,0.783735369058172
