label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
41,36.0837921,140.076933,39.60770532044245,94.77162955874373,-4.696448208774842,0,0,0.9946222083978078,0.0968463823008654,0,0,0,0,1,-1,50.13720161080047,87.71975874510079,50.086839240889546,89.67575271403098,12.67277294442587,1.956642219414247
42,36.083803,140.07690739999998,36.67022112586468,95.30944541563034,-4.696518152727145,0,0,0.999231049665348,-0.0084145963552411,0,0,0,0,1,-1,47.834111063531786,88.93314119468968,47.22917119533866,90.54281247595648,12.856503959410214,1.7195911949834388
43,36.0838039,140.0768915,35.33232790816205,95.15710879306184,-4.640974726454849,0,0,0.9991340923106424,0.0202702211010647,0,0,0,0,1,-1,46.40367592031748,89.03332873678345,45.8826331611007,90.54298826230747,12.652091881737622,1.597046473944236
44,36.0838095,140.07687339999998,33.544278375592405,95.34835558297952,-4.613739520066573,0,0,0.998738664770078,-0.0317488011452344,0,0,0,0,1,-1,44.77531893227837,89.65671788539201,44.12775035027783,90.93552206448858,12.5909098823923,1.4334173142769815
45,36.0838104,140.07686189999998,32.43680468299062,95.15682259203597,-4.62906742134504,0,0,0.9994685278144404,0.0095600088649916,0,0,0,0,1,-1,43.740727476156735,89.75690542669481,43.00570968360336,90.87065598125892,12.527480828419034,1.3344255142801658
46,36.0838159,140.0768403,30.28472680809889,95.24406872510872,-4.579914598317219,0,0,0.9991876394629238,-0.0046651810244288,0,0,0,0,1,-1,41.797494828337065,90.36916262609395,40.87736168816369,91.20108884530632,12.50234125922142,1.2404621033543586
47,36.0838068,140.0768177,28.370523558615908,93.6123885723338,-4.454165127637368,0,0,0.858491944179995,-0.5108238624839738,0,0,0,0,1,-1,39.76429770629438,89.35615525990166,38.79066900900714,89.79671429980743,12.16279619734555,1.068665105551757
48,36.0837912,140.0767924,26.19577084873868,91.3062673422515,-4.213681533120479,0,0,0.999211828333458,0.0015545611596218,0,0,0,0,1,-1,37.488196502315375,87.61957120379799,36.36871506917278,87.75174887460449,11.87899850824324,1.1272575640956382
49,36.0837912,140.0767924,26.22235215614431,91.3312308702694,-4.21479270202788,0,0,0.9990268219740316,-0.013438822111161,0,0,0,0,1,-1,37.488196502315375,87.61957120379799,36.397952744024686,87.773541121018,11.861520404731644,1.1010622997362798
50,36.0837913,140.076791,26.13733360061013,91.31153205373758,-4.243906918650825,0,0,0.999088514490694,0.0228743534079615,0,0,0,0,1,-1,37.36224623789177,87.6307031530074,36.31125014459514,87.76359841464435,11.813008300642792,1.0593648751446882
51,36.083795,140.0767737,24.40954049733944,91.46111816348112,-4.23826631886294,0,0,0.9987723010250812,-0.0054363058886908,0,0,0,0,1,-1,35.80586083025385,88.042585268219,34.61151746167805,88.10791486583632,11.8980033739442,1.1961287716570623
52,36.0837953,140.07676329999998,23.550068162805182,91.34534054271904,-4.225677155933001,0,0,0.9991937642663414,0.0070622163812271,0,0,0,0,1,-1,34.87023029526614,88.07598111584726,33.744462496734954,88.09022760865433,11.78281722540405,1.1258579389812262
53,36.0837953,140.07676329999998,23.560858651962818,91.3992207123501,-4.254812427799352,0,0,0.999028914738167,-0.0063722951210019,0,0,0,0,1,-1,34.87023029526614,88.07598111584726,33.76128611431064,88.1425389193567,11.78752766198738,1.1109397542995187
54,36.0837956,140.0767617,23.385605607752183,91.43197234482248,-4.267341116887186,0,0,0.997900563492382,0.0365735095192441,0,0,0,0,1,-1,34.7262871370207,88.10937696268454,33.59087029922534,88.19492927060111,11.81738962807339,1.138635408258091
55,36.0837982,140.0767453,21.83884021029725,91.33871470036613,-4.21245495230729,0,0,0.9988453391698424,-0.0091340616689236,0,0,0,0,1,-1,33.25086975669489,88.39880763896547,32.04349552906044,88.2774611048871,11.784628627900252,1.21345684179072
56,36.0837993,140.07671539999998,19.07295265561965,91.14770696419122,-4.180759737889133,0,0,0.9988624695338072,0.0030303767920197,0,0,0,0,1,-1,30.560931969244454,88.52125907868711,29.27377208201368,88.40095178177604,11.784392101654644,1.29277005727468
57,36.0838034,140.076686,16.47264674392953,91.18561914518308,-4.128809676486389,0,0,0.9990832107821424,-0.0033354555218963,0,0,0,0,1,-1,27.915976421462474,88.97766899152734,26.694492664747308,88.73313524840887,11.654391360759028,1.245720401792683
58,36.0838042,140.076656,13.6850497549526,90.92018504686156,-4.109558651888486,0,0,0.9992739865528912,0.0043583568993105,0,0,0,0,1,-1,25.21704218710113,89.06672458362071,23.894769818321898,88.78513733210355,11.679989946225463,1.3519229258556238
59,36.0838055,140.0766453,12.55443230630721,90.98030102062496,-4.104037316693328,0,0,0.998844903832176,-0.008061960354572,0,0,0,0,1,-1,24.254422311380683,89.2114399217612,22.77823652798129,88.97292220115352,11.832947042300692,1.4953311239168248
60,36.0838063,140.07663639999998,11.929384523144115,90.92991161837944,-4.024038943371125,0,0,0.9988257009251424,-0.000135549808112,0,0,0,0,1,-1,23.45373848772749,89.30049551464555,22.15150362042399,88.99365106220591,11.63897466017157,1.3378972933726805
61,36.0838071,140.0766287,11.154398063713078,90.85451797422,-3.99042570492804,0,0,0.998878025497478,-0.0018042937489159,0,0,0,0,1,-1,22.761012034676096,89.3895511075299,21.372964839971484,89.00651889856704,11.698701457488935,1.4399266258494947
62,36.0838075,140.0766248,10.729024046079903,90.89450409213568,-4.002747461165463,0,0,0.998885227232437,0.0008636722876823,0,0,0,0,1,-1,22.41015058469494,89.4340789035766,20.954856924870423,89.09442632620087,11.772066893392775,1.4944040650518222
63,36.0838083,140.0766174,10.201758249106376,90.910619307895,-4.005185593163563,0,0,0.9987853750231104,-0.0014030788244483,0,0,0,0,1,-1,21.744413474933225,89.52313449646095,20.432809224856232,89.17015689959757,11.625747449702668,1.3582705521020029
64,36.0838089,140.0766121,9.538810829379646,90.89037541227022,-3.972117603583099,0,0,0.9987046709279818,-0.0006068777753935,0,0,0,0,1,-1,21.267601760528457,89.58992619092649,19.77183489133922,89.22512986626425,11.80066544241858,1.539608679324472
65,36.083809,140.0766103,9.421182581399716,90.87847960232912,-3.9879147816621208,0,0,0.9988611095639776,-0.0050646697382854,0,0,0,0,1,-1,21.105665705904247,89.60105813934493,19.65361621919944,89.22663338696265,11.7541036017607,1.499547133982864
66,36.0838096,140.07660479999998,8.998454416258697,90.85944528207528,-3.9876641039971688,0,0,0.9988293841563044,-0.0009442488535935,0,0,0,0,1,-1,20.61086109512071,89.66784983381045,19.231452371867,89.25560048824121,11.673383767682983,1.4396936996148544
67,36.0838097,140.0766009,8.52041411804568,90.84687536588542,-3.96611083004261,0,0,0.9989284008375372,-0.0030801853312303,0,0,0,0,1,-1,20.259999645139555,89.67898178301988,18.755064484770468,89.29725514627988,11.797535495553742,1.5525930123866845
68,36.0838136,140.07655599999998,4.5083216271086,90.6180195826415,-3.902511223280277,0,0,0.9985475048244982,-0.0152435315275783,0,0,0,0,1,-1,16.220594741786922,90.11312779744128,14.742868465997514,89.52428869512309,11.723150482169002,1.5907251285427424
69,36.0838143,140.07654739999998,3.689166117353639,90.58512056494487,-3.90052784410618,0,0,0.999035919892333,-0.0004023754849299,0,0,0,0,1,-1,15.446900261423416,90.19105144111622,13.925257871498331,89.58438037749269,11.764336049135084,1.6381225052647963
70,36.0838189,140.0765044,-0.2677794962140863,90.6380881439528,-3.8718002946854857,0,0,0.9989255303825108,-0.0100026451293653,0,0,0,0,1,-1,11.578427862162853,90.7031210984216,9.999773682139216,90.08517777390207,11.846385865015154,1.6952884628948337
71,36.0838191,140.0764985,-0.8720335858322269,90.59789501939274,-3.839314861510774,0,0,0.9989993351789024,0.0043344779130056,0,0,0,0,1,-1,11.047637461178716,90.72538499684045,9.394855512937882,90.11368217097082,11.920352828809246,1.7623474446339056
72,36.0838202,140.0764917,-1.5192059583354778,90.5609749128957,-3.835369406547966,0,0,0.9988205250663552,-0.0102856759123029,0,0,0,0,1,-1,10.435879035439424,90.84783643656206,8.747665939976944,90.15029952540662,11.958526110777282,1.8266420552793805
73,36.0838215,140.0764691,-3.6370348288693015,90.4231617840351,-3.803442585228327,0,0,0.9989178004600212,0.0012363722002569,0,0,0,0,1,-1,8.402681913396739,90.99255177470252,6.627855953005831,90.2532422400126,12.053173200260314,1.922650716526774
74,36.0838234,140.0764525,-5.008490137704733,90.42119261314768,-3.780962893545644,0,0,0.9991619204749016,-0.00132345921319,0,0,0,0,1,-1,6.909271636692155,91.20405880730851,5.265002676916128,90.406619192709,11.943446955935103,1.8274381934871444
75,36.0838234,140.0764525,-5.023695409869073,90.42606556544916,-3.784911998810968,0,0,0.9991409018984264,0.0010459203014346,0,0,0,0,1,-1,6.909271636692155,91.20405880730851,5.250447167092704,90.4131829644528,11.95830155242353,1.8377114081799284
76,36.0838234,140.0764525,-5.169529328326797,90.41262884744128,-3.778321668676421,0,0,0.999290939725741,-0.0024680714801744,0,0,0,0,1,-1,6.909271636692155,91.20405880730851,5.104029796843848,90.41635011663836,12.104701323614648,1.9696149577255444
77,36.0838232,140.0764501,-5.402321804269289,90.41162803206927,-3.759229002584465,0,0,0.9992156251444474,0.0064787985713494,0,0,0,0,1,-1,6.693356898045526,91.18179490888969,4.87262194386433,90.44172222861695,12.120173277960324,1.965396485562968
78,36.0838278,140.07640809999998,-9.42645721034348,90.67986165934454,-3.762715070371811,0,0,0.9972532851244822,0.0630134223869445,0,0,0,0,1,-1,2.9148489704510308,91.69386456698604,0.9047617291563764,91.16401051023232,12.382893044229291,2.078748671454516
79,36.0838286,140.0764019,-10.001686481061837,90.71537397817448,-3.757506848126884,0,0,0.9981841690900524,-0.0415935848157627,0,0,0,0,1,-1,2.3570692312911024,91.78292015907942,0.3372561417722403,91.26444579769463,12.404777209042535,2.0852962811085343
80,36.0838293,140.0763939,-10.785990138759118,90.59486788599597,-3.703863926005943,0,0,0.9991297978491812,0.0055181787711017,0,0,0,0,1,-1,1.6373534349500218,91.86084380275436,-0.4556493980757233,91.23354675874714,12.487680351940163,2.1849856842720943
81,36.0838305,140.0763864,-11.587506520046013,90.52297298080124,-3.695689167341766,0,0,0.999161352435177,-0.0042866118854972,0,0,0,0,1,-1,0.9626198757204492,91.99442719168542,-1.2601511118214357,91.2528956461676,12.636093147980624,2.3431986463072194
82,36.083832,140.0763826,-11.838298898657936,90.52823073986109,-3.693624510206688,0,0,0.9992322853740344,0.0063729732162913,0,0,0,0,1,-1,0.6207548726502068,92.16140642824472,-1.508734184180817,91.28652476058542,12.565639009038696,2.302203634687729
